tweet_id retweet_count favorite_count
667405339315146752 202 427
667393430834667520 51 177
667369227918143488 150 335
667211855547486208 219 445
667200525029539841 236 567
667192066997374976 88 344
667188689915760640 349 667
667182792070062081 5481 12983
667177989038297088 50 175
667176164155375616 407 551
667174963120574464 70 225
667171260800061440 73 198
667165590075940865 1015 2446
667160273090932737 55 230
667152164079423490 15100 43521
667138269671505920 1953 4139
667119796878725120 117 299
667090893657276420 111 301
667073648344346624 106 364
667070482143944705 13 74
667065535570550784 40 150
667062181243039745 47 200
667044094246576128 44 171
667012601033924608 195 409
666996132027977728 80 221
666983947667116034 872 2319
666837028449972224 488 734
666835007768551424 70 189
666826780179869698 81 231
666817836334096384 224 461
666804364988780544 79 211
666786068205871104 429 680
666781792255496192 171 347
666776908487630848 152 314
666739327293083650 60 213
666701168228331520 193 386
666691418707132416 43 168
666649482315059201 556 1012
666644823164719104 73 215
666454714377183233 189 459
666447344410484738 19 93
666437273139982337 41 108
666435652385423360 44 144
666430724426358785 171 285
666428276349472768 67 145
666421158376562688 95 286
666418789513326592 39 109
666411507551481857 280 385
666407126856765440 30 98
666396247373291520 72 151
666373753744588802 75 166
666362758909284353 486 682
666353288456101888 62 189
666345417576210432 128 258
666337882303524864 80 171
666293911632134144 304 445
666287406224695296 57 128
666273097616637952 69 155
666268910803644416 32 91
666104133288665088 5670 13003
666102155909144576 11 68
666099513787052032 56 139
666094000022159362 65 149
666082916733198337 41 99
666073100786774016 138 278
666071193221509120 52 133
666063827256086533 185 421
666058600524156928 49 103
666057090499244032 116 260
666055525042405380 205 390
666051853826850816 734 1073
666050758794694657 51 119
666049248165822465 37 92
666044226329800704 119 255
666033412701032449 38 105
666029285002620928 41 117
666020888022790149 439 2328
